synthesizer,camera_position,scene,pose_traces,QP,numGroup,psnr_mean,ssim_mean,vmaf_mean,TMIV_encoding_time,TMIV_decoding_time,x265_encoding_time,x265_decoding_time,bitrate,numGroup
AdditiveSynthesizer,18x2,ArchVizInterior,pose9,44,4,45.85661032,0.930405611,45.25637038,605.467,1652.568,34.99146247,23.81952786,1450448,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose0,44,4,45.60239804,0.918076989,35.6800432,605.467,2548.817,34.99146247,23.81952786,1450448,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose1,44,4,41.68566049,0.725929989,23.34755721,605.467,2713.1,34.99146247,23.81952786,1450448,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose2,44,4,40.78318148,0.712645278,35.26999741,605.467,2590.944,34.99146247,23.81952786,1450448,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose3,44,4,46.30860598,0.933564189,36.40996697,605.467,2564.823,34.99146247,23.81952786,1450448,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose4,44,4,43.99853463,0.873071378,31.62225156,605.467,2777.117,34.99146247,23.81952786,1450448,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose5,44,4,45.63546022,0.925184422,49.16126144,605.467,2895.149,34.99146247,23.81952786,1450448,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose6,44,4,45.21646337,0.918527278,40.81491988,605.467,3046.915,34.99146247,23.81952786,1450448,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose7,44,4,42.66122443,0.818948922,43.22453243,605.467,2883.925,34.99146247,23.81952786,1450448,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose8,44,4,45.38036727,0.892939844,17.35216076,605.467,2373.125,34.99146247,23.81952786,1450448,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose9,44,4,45.30010964,0.9234947,42.66472369,605.467,3052.463,34.99146247,23.81952786,1450448,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose0,48,4,44.02020932,0.912278633,31.22392292,575.639,1365.385,7.859142542,2.505520582,1109736,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose1,48,4,40.54915911,0.710885667,22.86298082,575.639,1725.4,7.859142542,2.505520582,1109736,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose2,48,4,40.18610939,0.697948711,33.06332113,575.639,1369.914,7.859142542,2.505520582,1109736,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose3,48,4,44.98898084,0.927177533,32.818752,575.639,1504.596,7.859142542,2.505520582,1109736,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose4,48,4,42.48069207,0.862955078,29.80625428,575.639,1576.544,7.859142542,2.505520582,1109736,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose5,48,4,44.28161786,0.915782456,45.06604158,575.639,1415.612,7.859142542,2.505520582,1109736,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose6,48,4,44.08224776,0.909797511,37.76741667,575.639,1665.261,7.859142542,2.505520582,1109736,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose7,48,4,41.9759885,0.808706233,39.83608517,575.639,1574.224,7.859142542,2.505520582,1109736,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose8,48,4,44.25763361,0.887579322,15.33072208,575.639,1198.612,7.859142542,2.505520582,1109736,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose9,48,4,44.20457262,0.914314356,37.64810107,575.639,1645.987,7.859142542,2.505520582,1109736,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose0,48,4,43.83715572,0.905887489,28.55872573,575.639,2560.925,7.859142542,2.505520582,1109736,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose1,48,4,40.40729974,0.702482067,20.27647786,575.639,2775.511,7.859142542,2.505520582,1109736,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose2,48,4,39.95175972,0.690471956,31.28897783,575.639,2586.208,7.859142542,2.505520582,1109736,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose3,48,4,44.43421394,0.919385844,28.00046817,575.639,2603.67,7.859142542,2.505520582,1109736,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose4,48,4,42.11594436,0.8574626,25.74215667,575.639,2757.96,7.859142542,2.505520582,1109736,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose5,48,4,43.705682,0.908121767,40.86380347,575.639,2882.892,7.859142542,2.505520582,1109736,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose6,48,4,43.67816679,0.898487944,31.76090513,575.639,3051.742,7.859142542,2.505520582,1109736,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose7,48,4,41.65812648,0.7998262,37.16904146,575.639,2944.893,7.859142542,2.505520582,1109736,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose8,48,4,43.95752687,0.883421089,14.05874716,575.639,2383.871,7.859142542,2.505520582,1109736,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose9,48,4,43.81084406,0.904987156,35.02438331,575.639,3150.566,7.859142542,2.505520582,1109736,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose0,50,4,42.23754636,0.9054994,27.17419416,587.069,1442.455,32.47239733,23.11884952,995936,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose1,50,4,40.8562438,0.697674711,21.14213311,587.069,1726.573,32.47239733,23.11884952,995936,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose2,50,4,39.6495565,0.683890889,30.91387301,587.069,1357.157,32.47239733,23.11884952,995936,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose3,50,4,42.72560277,0.919016856,28.68258791,587.069,1479.394,32.47239733,23.11884952,995936,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose4,50,4,41.59280789,0.855606722,26.15496541,587.069,1581.406,32.47239733,23.11884952,995936,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose5,50,4,42.23279401,0.906134211,40.56862117,587.069,1412.111,32.47239733,23.11884952,995936,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose6,50,4,42.5701399,0.898210022,32.32784948,587.069,1654.097,32.47239733,23.11884952,995936,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose7,50,4,41.18813566,0.797298556,36.3601474,587.069,1568.994,32.47239733,23.11884952,995936,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose8,50,4,42.21602614,0.880922767,13.40083401,587.069,1187.185,32.47239733,23.11884952,995936,4
AdditiveSynthesizer,18x2,ArchVizInterior,pose9,50,4,42.79979319,0.904709933,33.55443474,587.069,1658.404,32.47239733,23.11884952,995936,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose0,50,4,41.92263149,0.898991967,24.7495895,587.069,2553.635,32.47239733,23.11884952,995936,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose1,50,4,40.74432908,0.689455167,18.66385548,587.069,2743.853,32.47239733,23.11884952,995936,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose2,50,4,39.39506174,0.675716978,29.47508604,587.069,2547.908,32.47239733,23.11884952,995936,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose3,50,4,42.44867213,0.910525333,23.27659214,587.069,2589.067,32.47239733,23.11884952,995936,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose4,50,4,41.2635369,0.849731744,22.44868293,587.069,2729.886,32.47239733,23.11884952,995936,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose5,50,4,41.83170218,0.897355633,36.37795447,587.069,2869.478,32.47239733,23.11884952,995936,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose6,50,4,42.02834232,0.885875378,26.7592469,587.069,3052.401,32.47239733,23.11884952,995936,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose7,50,4,40.77743778,0.787643322,33.78476208,587.069,2877.852,32.47239733,23.11884952,995936,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose8,50,4,42.00177911,0.876516267,12.19112746,587.069,2505.597,32.47239733,23.11884952,995936,4
ViewWeightingSynthesizer,18x2,ArchVizInterior,pose9,50,4,42.51107551,0.894477556,31.41104077,587.069,3292.643,32.47239733,23.11884952,995936,4
